s,CH1[V]
-5.9990E-05,-4.09E-03
-5.9990E-05,3.91E-03
-5.9980E-05,-4.09E-03
-5.9980E-05,3.91E-03
-5.9970E-05,-4.09E-03
-5.9970E-05,7.91E-03
-5.9960E-05,-8.09E-03
-5.9960E-05,3.91E-03
-5.9950E-05,-8.09E-03
